english_name,chinese_name
"ST PATRICK'S CATHOLIC PRIMARY SCHOOL (PO KONG VILLAGE ROAD)","聖博德天主教小學(蒲崗村道)"
"ST PAUL'S DAY NURSERY","聖保祿幼稚園"
"ST STEPHEN'S GIRLS' COLLEGE","聖士提反女子中學"
"ST VINCENT DE PAUL NURSERY SCHOOL","天主教聖雲先幼兒學校"
"ST. ANTHONY'S KINDERGARTEN (BELVEDERE GARDEN)","聖安多尼中英文幼稚園(麗城花園)"
"ST. ANTHONY'S SCHOOL","聖安多尼學校"
"ST. ANTONIUS GIRLS' COLLEGE","聖安當女書院"
"ST. ANTONIUS KINDERGARTEN","聖安當幼稚園"
"ST. ANTONIUS PRIMARY SCHOOL","聖安當小學"
"ST. BARNABAS' CHURCH KINDERGARTEN","聖巴拿巴堂幼稚園"
"ST. BONAVENTURE CATHOLIC PRIMARY SCHOOL","聖文德天主教小學"
"ST. BONAVENTURE COLLEGE AND HIGH SCHOOL","聖文德書院"
"ST. CATHARINE'S SCHOOL FOR GIRLS","聖傑靈女子中學"
"ST. CATHERINE'S INTERNATIONAL KINDERGARTEN","國際英文幼稚園"
"ST. CATHERINE'S KINDERGARTEN (HARBOUR PLACE)","聖凱瑟琳幼稚園 (海港廣場)"
"ST. CLARE'S GIRLS' SCHOOL","聖嘉勒女書院"
"ST. CLARE'S PRIMARY SCHOOL","聖嘉勒小學"
"ST. DOMINIC ANGLO-CHINESE KINDERGARTEN","聖道明中英文幼稚園"
"ST. EDWARD'S CATHOLIC PRIMARY SCHOOL","聖愛德華天主教小學"
"ST. EUGENE DE MAZENOD OBLATE PRIMARY SCHOOL","獻主會聖馬善樂小學"
"ST. FRANCIS' CANOSSIAN COLLEGE","嘉諾撒聖方濟各書院"
"ST. FRANCIS' CANOSSIAN SCHOOL","嘉諾撒聖方濟各學校"
"ST. FRANCIS OF ASSISI'S CARITAS SCHOOL","聖方濟愛德小學"
"ST. FRANCIS OF ASSISI'S COLLEGE","聖芳濟各書院"
"ST. FRANCIS OF ASSISI'S ENGLISH PRIMARY SCHOOL","聖方濟各英文小學"
"ST. FRANCIS XAVIER'S COLLEGE","聖芳濟書院"
"ST. FRANCIS XAVIER'S SCHOOL, TSUEN WAN","荃灣聖芳濟中學"
"ST. HILARY'S KINDERGARTEN (HUNG HOM)","德萃幼稚園（紅磡）"
"ST. HILARY'S KINDERGARTEN (MA ON SHAN)","德萃幼稚園(馬鞍山)"
"ST. HILARY'S PRIMARY SCHOOL","德萃小學"
"ST. JAMES CATHOLIC KINDERGARTEN","天主教聖雅各伯幼稚園"
"ST. JAMES LUTHERAN KINDERGARTEN","路德會聖雅各幼稚園"
"ST. JEROME'S CATHOLIC KINDERGARTEN","天主教聖葉理諾幼稚園"
"ST. JOAN OF ARC SECONDARY SCHOOL","聖貞德中學"
"ST. JOHANNES COLLEGE","聖若望英文書院"
"ST. JOHN THE BAPTIST CATHOLIC PRIMARY SCHOOL","聖若翰天主教小學"
"ST. JOSEPH'S ANGLO-CHINESE PRIMARY SCHOOL","聖若瑟英文小學"
"ST. JOSEPH'S ANGLO-CHINESE SCHOOL","聖若瑟英文中學"
"ST. JOSEPH'S COLLEGE","聖若瑟書院"
"ST. JOSEPH'S PRIMARY SCHOOL","聖若瑟小學"
"ST. LORRAINE ENGLISH KINDERGARTEN","萊恩英文幼稚園"
"ST. LORRAINE KINDERGARTEN (YUEN LONG)","萊恩幼稚園(元朗)"
"ST. LOUIS SCHOOL","聖類斯中學"
"ST. LOUIS SCHOOL (PRIMARY SECTION)","聖類斯中學(小學部)"
"ST. MARGARET MARY'S CATHOLIC KINDERGARTEN","天主教聖瑪加利大幼稚園"
"ST. MARGARET'S CO-EDUCATIONAL ENGLISH SECONDARY AND PRIMARY SCHOOL","聖瑪加利男女英文中小學"
"ST. MARK'S CHURCH BRADBURY KINDERGARTEN","聖馬可堂白普理幼稚園"
"ST. MARK'S SCHOOL","聖馬可中學"
"ST. MARY'S CANOSSIAN COLLEGE","嘉諾撒聖瑪利書院"
"ST. MARY'S CANOSSIAN SCHOOL","嘉諾撒聖瑪利學校"
"ST. MATTHEW'S CHURCH KINDERGARTEN","聖馬太堂幼稚園"
"ST. MATTHEW'S LUTHERAN SCHOOL (SAU MAU PING)","路德會聖馬太學校(秀茂坪)"
"ST. MATTHIAS' CHURCH CHIU CHUN KINDERGARTEN","聖馬提亞堂肖珍幼稚園"
"ST. MONICA'S ANGLO-CHINESE KINDERGARTEN","聖文嘉中英文幼稚園"
"ST. MONICA'S ANGLO-CHINESE KINDERGARTEN (TSUEN WAN)","聖文嘉中英文幼稚園（荃灣）"
"ST. MONICA'S ANGLO-CHINESE KINDERGARTEN (WAH KWAI ESTATE)","聖文嘉中英文幼稚園（華貴邨）"
"ST. MONICA'S KINDERGARTEN","聖文嘉幼稚園"
"ST. NICHOLAS' ENGLISH KINDERGARTEN","金巴倫英文幼稚園"
"ST. PATRICK'S SCHOOL","聖博德學校"
"ST. PAUL'S CATHOLIC DAY NURSERY","天主教聖保祿幼稚園"
"ST. PAUL'S CHURCH KINDERGARTEN","聖保羅堂幼稚園"
"ST. PAUL'S CO-EDUCATIONAL COLLEGE","聖保羅男女中學"
"ST. PAUL'S CO-EDUCATIONAL COLLEGE PRIMARY SCHOOL","聖保羅男女中學附屬小學"
"ST. PAUL'S COLLEGE","聖保羅書院"
"ST. PAUL'S COLLEGE PRIMARY SCHOOL","聖保羅書院小學"
"ST. PAUL'S CONVENT SCHOOL","聖保祿學校"
"ST. PAUL'S CONVENT SCHOOL (PRIMARY SECTION)","聖保祿學校（小學部）"
"ST. PAUL'S KINDERGARTEN","聖保祿幼稚園"
"ST. PAUL'S PRIMARY CATHOLIC SCHOOL","聖保祿天主教小學"
"ST. PAUL'S SCHOOL (LAM TIN)","藍田聖保祿中學"
"ST. PAUL'S SECONDARY SCHOOL","聖保祿中學"
"ST. PETER'S CATHOLIC KINDERGARTEN","天主教聖伯多祿幼稚園"
"ST. PETER'S CATHOLIC PRIMARY SCHOOL","聖伯多祿天主教小學"
"ST. PETER'S CHURCH KINDERGARTEN","北角聖彼得堂幼稚園"
"ST. PETER'S CHURCH KINDERGARTEN (STANLEY)","聖公會聖彼得堂幼稚園（赤柱分校）"
"ST. PETER'S SECONDARY SCHOOL","聖伯多祿中學"
"ST. PHILIP LUTHERAN CHURCH KINDERGARTEN","路德會聖腓力堂幼稚園"
"ST. ROSE OF LIMA'S COLLEGE","聖羅撒書院"
"ST. ROSE OF LIMA'S KINDERGARTEN","聖羅撒幼稚園"
"ST. ROSE OF LIMA'S SCHOOL","聖羅撒學校"
"ST. STEPHEN'S CATHOLIC KINDERGARTEN","聖斯德望天主教幼稚園"
"ST. STEPHEN'S CHURCH COLLEGE","聖士提反堂中學"
"ST. STEPHEN'S CHURCH PRIMARY SCHOOL & KINDERGARTEN","聖士提反堂小學暨幼稚園"
"ST. STEPHEN'S COLLEGE","聖士提反書院"
"ST. STEPHEN'S COLLEGE PREPARATORY SCHOOL","聖士提反書院附屬小學"
"ST. STEPHEN'S GIRLS' COLLEGE KINDERGARTEN","聖士提反女子中學附屬幼稚園"
"ST. STEPHEN'S GIRLS' PRIMARY SCHOOL","聖士提反女子中學附屬小學"
"ST. TERESA SECONDARY SCHOOL","德蘭中學"
"ST. TERESA'S KINDERGARTEN","聖德蘭幼稚園"
"ST. THOMAS' CATHOLIC KINDERGARTEN","天主教聖多默幼稚園"
"ST. THOMAS' CHURCH KINDERGARTEN","聖多馬堂幼稚園"
"STAMFORD AMERICAN SCHOOL HONG KONG","香港史丹佛美國學校"
"STAMFORD AMERICAN SCHOOL HONG KONG (WEST KOWLOON)","香港史丹佛美國學校（西九龍）"
"STAR OF THE SEA CATHOLIC KINDERGARTEN","天主教海星幼稚園"
"STEWARDS MA KAM MING CHARITABLE FOUNDATION MA KO PAN MEMORIAL COLLEGE","馬錦明慈善基金馬可賓紀念中學"
"STEWARDS POOI CHUN KINDERGARTEN","香港神託會培真幼稚園"
"STEWARDS POOI KEI COLLEGE","香港神託會培基書院"
"STEWARDS POOI KEI PRIMARY SCHOOL","培基小學"
"STEWARDS POOI TUN SECONDARY SCHOOL","香港神託會培敦中學"
"STEWARDS POOI YAN KINDERGARTEN","香港神託會培恩幼稚園"
"SUEN MEI KINDERGARTEN","宣美幼稚園"
"SUN ISLAND ENGLISH KINDERGARTEN","太陽島英文幼稚園"
"SUN ISLAND ENGLISH KINDERGARTEN (KWAI HING BRANCH)","太陽島英文幼稚園（葵興分校）"
"SUN ISLAND ENGLISH KINDERGARTEN (LOK MAN)","太陽島英文幼稚園﹝樂民﹞"
"SUN ISLAND ENGLISH KINDERGARTEN (SAI KUNG BRANCH)","太陽島英文幼稚園（西貢分校）"
"SUN ISLAND ENGLISH KINDERGARTEN (SAI YING PUN BRANCH)","太陽島英文幼稚園(西營盤分校)"
"SUN ISLAND ENGLISH KINDERGARTEN (YUEN LONG BRANCH)","太陽島英文幼稚園(元朗分校)"
"SUN ISLAND KINDERGARTEN (METRO HARBOUR BRANCH)","太陽島幼稚園（港灣豪庭分校）"
"SUN ISLAND KINDERGARTEN (TUNG CHUNG BRANCH)","太陽島幼稚園（東涌分校）"
"SUNG KEI KINDERGARTEN","崇基幼稚園"
"SUNG TAK WONG KIN SHEUNG MEMORIAL SCHOOL","大埔崇德黃建常紀念學校"
"SUNKIDS KINDERGARTEN","加州天地幼稚園"
"SWINDON KINDERGARTEN","思博幼稚園"
"T.W.G.HS KO HO NING MEMORIAL PRIMARY SCHOOL","東華三院高可寧紀念小學"
"T.W.G.HS. KO TECK KIN MEMORIAL KINDERGARTEN","東華三院高德根紀念幼稚園"
"TA KU LING LING YING PUBLIC SCHOOL","打鼓嶺嶺英公立學校"
"TACK CHING GIRLS' SECONDARY SCHOOL","德貞女子中學"
"TACK CHING KINDERGARTEN","德貞幼稚園"
"TAI KOK TSUI CATHOLIC PRIMARY SCHOOL","大角嘴天主教小學"
"TAI KOK TSUI CATHOLIC PRIMARY SCHOOL (HOI FAN ROAD)","大角嘴天主教小學(海帆道)"
"TAI KWONG HILARY COLLEGE","大光德萃書院"
"TAI PING KINDERGARTEN","太平幼稚園"
"TAI PO BAPTIST KINDERGARTEN","大埔浸信會幼稚園"
"TAI PO BAPTIST KINDERGARTEN TIN CHAK ESTATE BRANCH","大埔浸信會幼稚園天澤邨分校"
"TAI PO BAPTIST KINDERGARTEN WAN TAU TONG ESTATE BRANCH","大埔浸信會幼稚園運頭塘邨分校"
"TAI PO BAPTIST PUBLIC SCHOOL","大埔浸信會公立學校"
"TAI PO CATHOLIC KINDERGARTEN","天主教大埔幼稚園"
"TAI PO GOVERNMENT PRIMARY SCHOOL","大埔官立小學"
"TAI PO MERCHANTS ASSOCIATION KINDERGARTEN","大埔商會幼稚園"
"TAI PO METHODIST KINDERGARTEN","大埔循道衛理幼稚園"
"TAI PO METHODIST SCHOOL","大埔循道衛理小學"
"TAI PO OLD MARKET PUBLIC SCHOOL","大埔舊墟公立學校"
"TAI PO OLD MARKET PUBLIC SCHOOL (PLOVER COVE)","大埔舊墟公立學校(寶湖道)"
"TAI PO RHENISH CHURCH KINDERGARTEN","大埔禮賢會幼稚園"
"TAI PO SAM YUK SECONDARY SCHOOL","大埔三育中學"
"TAIKOO PRIMARY SCHOOL","太古小學"
"TAK NGA PRIMARY SCHOOL","德雅小學"
"TAK NGA SECONDARY SCHOOL","德雅中學"
"TAK OI SECONDARY SCHOOL","德愛中學"
"TAK SUN KINDERGARTEN","德信幼稚園"
"TAK SUN SCHOOL","德信學校"
"TAK SUN SECONDARY SCHOOL","德信中學"
"TALENT KINDERGARTEN","天樂幼稚園"
"TANG KING PO SCHOOL","鄧鏡波學校"
"TANG SHIU KIN VICTORIA GOVERNMENT SECONDARY SCHOOL","鄧肇堅維多利亞官立中學"
"TAOIST CHING CHUNG PRIMARY SCHOOL","道教青松小學"
"TAOIST CHING CHUNG PRIMARY SCHOOL (WU KING ESTATE)","道教青松小學(湖景邨)"
"TEIKYO HONG KONG KINDERGARTEN","帝京香港幼稚園"
"TELFORD GARDENS ENGLISH KINDERGARTEN","德福英文幼稚園"
"TELFORD GARDENS KINDERGARTEN","德福幼稚園"
"TEXTILE INSTITUTE AMERICAN CHAMBER OF COMMERCE WOO HON FAI SECONDARY SCHOOL","紡織學會美國商會胡漢輝中學"
"THE ALLIANCE KINDERGARTEN","宣道幼稚園"
"THE ASSOCIATION OF DIRECTORS & FORMER DIRECTORS OF POK OI HOSPITAL LTD MRS CHENG YAM ON SCHOOL","博愛醫院歷屆總理聯誼會鄭任安夫人學校"
"THE ASSOCIATION OF DIRECTORS & FORMER DIRECTORS OF POK OI HOSPITAL LTD. LEUNG SING TAK COLLEGE","博愛醫院歷屆總理聯誼會梁省德中學"
"THE ASSOCIATION OF THE DIRECTORS AND FORMER DIRECTORS OF POK OI HOSPITAL LTD. LEUNG SING TAK SCHOOL","博愛醫院歷屆總理聯誼會梁省德學校"
"THE BAPTIST CONVENTION OF HONG KONG LEE ON NURSERY","香港浸信會聯會利安幼稚園"
"THE BAPTIST CONVENTION OF HONG KONG PO TIN KINDERGARTEN","香港浸信會聯會寶田幼稚園"
"THE BAPTIST CONVENTION OF HONG KONG ROTARY CLUB OF HONG KONG NORTHWEST KINDERGARTEN","香港浸信會聯會香港西北扶輪社幼稚園"
"THE BOYS' AND GIRLS' CLUBS ASSOCIATION OF HONG KONG CHEERLAND KINDERGARTEN (KOWLOON BAY)","香港小童群益會樂緻幼稚園（九龍灣）"
"THE BOYS' AND GIRLS' CLUBS ASSOCIATION OF HONG KONG CHEERLAND KINDERGARTEN (TSEUNG KWAN O)","香港小童群益會樂緻幼稚園（將軍澳）"
"THE BOYS' AND GIRLS' CLUBS ASSOCIATION OF HONG KONG CHEERLAND KINDERGARTEN (WANCHAI)","香港小童群益會樂緻幼稚園（灣仔）"
"THE BOYS' AND GIRLS' CLUBS ASSOCIATION OF HONG KONG CHEERLAND KINDERGARTEN (WONG TAI SIN)","香港小童群益會樂緻幼稚園(黃大仙)"
"THE CHINESE FOUNDATION SECONDARY SCHOOL","中華基金中學"
"THE CHRISTIAN & MISSIONARY ALLIANCE SCHOLARS' ANGLO-CHINESE KINDERGARTEN","宣道會上書房中英文幼稚園"
"THE CHRISTIAN THE FAITH HOPE LOVE CHURCH WAH MING KINDERGARTEN","基督徒信望愛堂華明幼稚園"
"THE CHRISTIAN THE FAITH HOPE LOVE CHURCH YAT TUNG KINDERGARTEN","基督徒信望愛堂逸東幼稚園"
"THE CHURCH OF CHRIST IN CHINA BUT SAN PRIMARY SCHOOL","中華基督教會拔臣小學"
"THE CHURCH OF CHRIST IN CHINA CHAI WAN CHURCH DAY NURSERY","中華基督教會柴灣堂幼稚園"
"THE CHURCH OF CHRIST IN CHINA CHEUNG CHAU CHURCH KAM KONG KINDERGARTEN","中華基督教會長洲堂錦江幼稚園"
"THE CHURCH OF CHRIST IN CHINA CHEUNG CHAU CHURCH KAM KONG PRIMARY SCHOOL","中華基督教會長洲堂錦江小學"
"THE CHURCH OF CHRIST IN CHINA CHUEN YUEN COLLEGE","中華基督教會全完中學"
"THE CHURCH OF CHRIST IN CHINA CHUEN YUEN FIRST PRIMARY SCHOOL","中華基督教會全完第一小學"
"THE CHURCH OF CHRIST IN CHINA CHUEN YUEN KINDERGARTEN","中華基督教會全完幼稚園"
"THE CHURCH OF CHRIST IN CHINA CHUEN YUEN SECOND PRIMARY SCHOOL","中華基督教會全完第二小學"
"THE CHURCH OF CHRIST IN CHINA CHUN KWONG PRIMARY SCHOOL","中華基督教會元朗真光小學"
"THE CHURCH OF CHRIST IN CHINA FONG YUN WAH SECONDARY SCHOOL","中華基督教會方潤華中學"
"THE CHURCH OF CHRIST IN CHINA FUK YAU KINDERGARTEN","中華基督教會福幼幼稚園"
"THE CHURCH OF CHRIST IN CHINA FUK YAU NO. II KINDERGARTEN","中華基督教會福幼第二幼稚園"
"THE CHURCH OF CHRIST IN CHINA FUNG LEUNG KIT MEMORIAL SECONDARY SCHOOL","中華基督教會馮梁結紀念中學"
"THE CHURCH OF CHRIST IN CHINA HEEP WOH COLLEGE","中華基督教會協和書院"
"THE CHURCH OF CHRIST IN CHINA HEEP WOH KINDERGARTEN","中華基督教會協和幼稚園"
"THE CHURCH OF CHRIST IN CHINA HEEP WOH PRIMARY SCHOOL","中華基督教會協和小學"
"THE CHURCH OF CHRIST IN CHINA HEEP WOH PRIMARY SCHOOL (CHEUNG SHA WAN)","中華基督教會協和小學(長沙灣)"
"THE CHURCH OF CHRIST IN CHINA HOH FUK TONG COLLEGE","中華基督教會何福堂書院"
"THE CHURCH OF CHRIST IN CHINA HOH FUK TONG PRIMARY SCHOOL","中華基督教會何福堂小學"
"THE CHURCH OF CHRIST IN CHINA KEI CHI SECONDARY SCHOOL","中華基督教會基智中學"
"THE CHURCH OF CHRIST IN CHINA KEI CHUN KINDERGARTEN","中華基督教會基真幼稚園"
"THE CHURCH OF CHRIST IN CHINA KEI CHUN PRIMARY SCHOOL","中華基督教會基真小學"
"THE CHURCH OF CHRIST IN CHINA KEI FAAT KINDERGARTEN","中華基督教會基法幼稚園"
"THE CHURCH OF CHRIST IN CHINA KEI FAAT PRIMARY SCHOOL","中華基督教會基法小學"
"THE CHURCH OF CHRIST IN CHINA KEI FAAT PRIMARY SCHOOL (YAU TONG)","中華基督教會基法小學(油塘)"
"THE CHURCH OF CHRIST IN CHINA KEI HEEP SECONDARY SCHOOL","中華基督教會基協中學"
"THE CHURCH OF CHRIST IN CHINA KEI LONG COLLEGE","中華基督教會基朗中學"
"THE CHURCH OF CHRIST IN CHINA KEI SAN SECONDARY SCHOOL","中華基督教會基新中學"
"THE CHURCH OF CHRIST IN CHINA KEI SHUN SPECIAL SCHOOL (PRIMARY SECTION)","中華基督教會基順學校(小學部)"
"THE CHURCH OF CHRIST IN CHINA KEI SHUN SPECIAL SCHOOL (SECONDARY SECTION)","中華基督教會基順學校(中學部)"
"THE CHURCH OF CHRIST IN CHINA KEI TO SECONDARY SCHOOL","中華基督教會基道中學"
"THE CHURCH OF CHRIST IN CHINA KEI TSUN PRIMARY SCHOOL","中華基督教會基全小學"
"THE CHURCH OF CHRIST IN CHINA KEI TSZ PRIMARY SCHOOL","中華基督教會基慈小學"
"THE CHURCH OF CHRIST IN CHINA KEI WA KINDERGARTEN","中華基督教會基華幼稚園"
"THE CHURCH OF CHRIST IN CHINA KEI WA PRIMARY SCHOOL","中華基督教會基華小學"
"THE CHURCH OF CHRIST IN CHINA KEI WA PRIMARY SCHOOL (KOWLOON TONG)","中華基督教會基華小學(九龍塘)"
"THE CHURCH OF CHRIST IN CHINA KEI WAI PRIMARY SCHOOL","中華基督教會基慧小學"
"THE CHURCH OF CHRIST IN CHINA KEI WAI PRIMARY SCHOOL (MA WAN)","中華基督教會基慧小學(馬灣)"
"THE CHURCH OF CHRIST IN CHINA KEI WAN PRIMARY SCHOOL","中華基督教會基灣小學"
"THE CHURCH OF CHRIST IN CHINA KEI WAN PRIMARY SCHOOL (ALDRICH BAY)","中華基督教會基灣小學(愛蝶灣)"
"THE CHURCH OF CHRIST IN CHINA KEI YUEN COLLEGE","中華基督教會基元中學"
"THE CHURCH OF CHRIST IN CHINA KUNG LEE COLLEGE","中華基督教會公理書院"
"THE CHURCH OF CHRIST IN CHINA KWEI WAH SHAN COLLEGE","中華基督教會桂華山中學"
"THE CHURCH OF CHRIST IN CHINA MING KEI COLLEGE","中華基督教會銘基書院"
"THE CHURCH OF CHRIST IN CHINA MING YIN COLLEGE","中華基督教會銘賢書院"
"THE CHURCH OF CHRIST IN CHINA MONG MAN WAI COLLEGE","中華基督教會蒙民偉書院"
"THE CHURCH OF CHRIST IN CHINA MONG WONG FAR YOK MEMORIAL PRIMARY SCHOOL","中華基督教會蒙黃花沃紀念小學"
"THE CHURCH OF CHRIST IN CHINA ROTARY SECONDARY SCHOOL","中華基督教會扶輪中學"
"THE CHURCH OF CHRIST IN CHINA SHUM OI CHURCH KINDERGARTEN","中華基督教會深愛堂幼稚園"
"THE CHURCH OF CHRIST IN CHINA TAI O PRIMARY SCHOOL","中華基督教會大澳小學"
"THE CHURCH OF CHRIST IN CHINA TAM LEE LAI FUN MEMORIAL SECONDARY SCHOOL","中華基督教會譚李麗芬紀念中學"
"THE CHURCH OF CHRIST IN CHINA TUEN MUN CHURCH KINDERGARTEN","中華基督教會屯門堂幼稚園"
"THE CHURCH OF CHRIST IN CHINA TUEN MUN CHURCH NO. 2 KINDERGARTEN","中華基督教會屯門堂幼稚園二校"
"THE CHURCH OF CHRIST IN CHINA WANCHAI CHURCH KEI TO PRIMARY SCHOOL","中華基督教會灣仔堂基道小學"
"THE CHURCH OF CHRIST IN CHINA WANCHAI CHURCH KEI TO PRIMARY SCHOOL (KOWLOON CITY)","中華基督教會灣仔堂基道小學(九龍城)"
"THE CHURCH OF CHRIST IN CHINA WANCHAI CHURCH KINDERGARTEN","中華基督教會灣仔堂幼稚園"
"THE CHURCH OF CHRIST IN CHINA YENCHING COLLEGE","中華基督教會燕京書院"
"THE CHURCH OF CHRIST IN CHINA, HONG KONG CHI TO CHURCH KEI POK KINDERGARTEN (TSEUNG KWAN O)","中華基督教會香港志道堂基博幼稚園(將軍澳)"
"THE CHURCH OF CHRIST IN CHINA, MONGKOK CHURCH KAI OI SCHOOL (PRIMARY SECTION)","中華基督教會望覺堂啟愛學校(小學部)"
"THE CHURCH OF CHRIST IN CHINA, MONGKOK CHURCH KAI OI SCHOOL (SECONDARY SECTION)","中華基督教會望覺堂啟愛學校(中學部)"
"THE CHURCH OF CHRIST IN CHINA, SHATIN CHURCH POK HONG KINDERGARTEN","中華基督教會沙田堂博康幼稚園"
"THE EDUCATION UNIVERSITY OF HONG KONG EARLY CHILDHOOD LEARNING CENTRE (KINDERGARTEN SECTION)","香港教育大學幼兒發展中心(幼稚園部)"
"THE EDUCATION UNIVERSITY OF HONG KONG JOCKEY CLUB PRIMARY SCHOOL","香港教育大學賽馬會小學"
"THE ENDEAVOURERS CHAN CHENG KIT WAN KINDERGARTEN","勵志會陳鄭潔雲幼稚園"
"THE ENDEAVOURERS LEUNG LEE SAU YU MEMORIAL PRIMARY SCHOOL","勵志會梁李秀娛紀念小學"
"THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG CHEUNG WAH KINDERGARTEN","基督教香港信義會祥華幼稚園"
"THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG FAITH LOVE LUTHERAN SCHOOL","基督教香港信義會信愛學校"
"THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG FAITH LUTHERAN SCHOOL","基督教香港信義會深信學校"
"THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG KWAI SHING LUTHERAN PRIMARY SCHOOL","基督教香港信義會葵盛信義學校"
"THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG MA ON SHAN LUTHERAN PRIMARY SCHOOL","基督教香港信義會馬鞍山信義學校"
"THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG WO CHE LUTHERAN SCHOOL","基督教香港信義會禾輋信義學校"
"THE EVANGELICAL LUTHERAN CHURCH OF HONG KONG YUEN LONG LUTHERAN SECONDARY SCHOOL","基督教香港信義會元朗信義中學"
"THE FANLING ASSEMBLIES OF GOD KINDERGARTEN","粉嶺神召會幼稚園"
"THE HARBOUR SCHOOL","港灣學校"
"THE HONG KONG CHINESE CHRISTIAN CHURCHES UNION LOGOS ACADEMY","香港華人基督教聯會真道書院"
"THE HONG KONG CHINESE CHURCH OF CHRIST THE LIGHT KINDERGARTEN","香港華人基督會煜明幼稚園"
"THE HONG KONG CHINESE WOMEN'S CLUB FUNG YIU KING MEMORIAL SECONDARY SCHOOL","香港中國婦女會馮堯敬紀念中學"
"THE HONG KONG CHINESE WOMEN'S CLUB HIOE TJO YOENG PRIMARY SCHOOL","香港中國婦女會丘佐榮學校"
"THE HONG KONG CHINESE WOMEN'S CLUB KINDERGARTEN","香港中國婦女會幼稚園"
"THE HONG KONG ENG CLANSMAN ASSOCIATION WU SI CHONG MEMORIAL SCHOOL","僑港伍氏宗親會伍時暢紀念學校"
"THE HONG KONG FEDERATION OF YOUTH GROUPS CHING LOK KINDERGARTEN","香港青年協會青樂幼稚園"
"THE HONG KONG FEDERATION OF YOUTH GROUPS CHING LOK KINDERGARTEN (YAUMATEI)","香港青年協會青樂幼稚園（油麻地）"
"THE HONG KONG FEDERATION OF YOUTH GROUPS KK CHENG KINDERGARTEN","香港青年協會鄭堅固幼稚園"
"THE HONG KONG HARBOUR MISSION CHURCH YAN OI KINDERGARTEN","基督教海面傳道會仁愛幼稚園"
"THE HONG KONG MANAGEMENT ASSOCIATION K. S. LO COLLEGE","香港管理專業協會羅桂祥中學"
"THE HONG KONG S.Y.C. & I.A. CHAN NAM CHONG MEMORIAL COLLEGE","香港四邑商工總會陳南昌紀念中學"
"THE HONG KONG SZE YAP COMMERCIAL & INDUSTRIAL ASSOCIATION SAN WUI COMMERCIAL SOCIETY SCHOOL","香港四邑商工總會新會商會學校"
"THE HONG KONG SZE YAP COMMERCIAL & INDUSTRIAL ASSOCIATION WONG TAI SHAN MEMORIAL COLLEGE","香港四邑商工總會黃棣珊紀念中學"
"THE HONG KONG TAOIST ASSOCIATION CHING CHUNG SECONDARY SCHOOL","香港道教聯合會青松中學"
"THE HONG KONG TAOIST ASSOCIATION THE YUEN YUEN INSTITUTE NO. 3 SECONDARY SCHOOL","香港道教聯合會圓玄學院第三中學"
"THE INDEPENDENT SCHOOLS FOUNDATION ACADEMY","弘立書院"
"THE INDEPENDENT SCHOOLS FOUNDATION PRE-SCHOOL","弘立幼稚園"
"THE INTERNATIONAL MONTESSORI SCHOOL - AN IMEF SCHOOL","蒙特梭利國際學校"
"THE JOCKEY CLUB HONG CHI SCHOOL (PRIMARY SECTION)","賽馬會匡智學校(小學部)"
"THE JOCKEY CLUB HONG CHI SCHOOL (SECONDARY SECTION)","賽馬會匡智學校(中學部)"
"THE LITTLE FLOWER'S CATHOLIC PRIMARY SCHOOL","天主教聖華學校"
"THE MENTAL HEALTH ASSOCIATION OF HONG KONG - CORNWALL SCHOOL (PRIMARY SECTION)","香港心理衞生會-臻和學校(小學部)"
"THE MENTAL HEALTH ASSOCIATION OF HONG KONG - CORNWALL SCHOOL (SECONDARY SECTION)","香港心理衞生會-臻和學校(中學部)"
"THE METHODIST CHURCH HONG KONG WESLEY COLLEGE","衞理中學"
"THE METHODIST LEE WAI LEE COLLEGE","李惠利中學"
"THE MISSION COVENANT CHURCH HOLM GLAD COLLEGE","基督教聖約教會堅樂中學"
"THE MISSION COVENANT CHURCH HOLM GLAD PRIMARY SCHOOL","基督教聖約教會堅樂小學"
"THE MISSION COVENANT CHURCH LITTLE ANGEL (TIN SHING) KINDERGARTEN","基督教聖約教會小天使（天盛）幼稚園"
"THE MISSION COVENANT CHURCH SISTER ANNIE'S KINDERGARTEN","基督教聖約教會司務道幼稚園"
"THE NEIGHBOURHOOD ADVICE-ACTION COUNCIL FANLING DAY NURSERY","鄰舍輔導會粉嶺幼稚園"
"THE NEIGHBOURHOOD ADVICE-ACTION COUNCIL TUNG CHUNG DAY NURSERY","鄰舍輔導會東涌幼稚園"
"THE NEIGHBOURHOOD ADVICE-ACTION COUNCIL TUNG YAN DAY NURSERY","鄰舍輔導會東欣幼稚園"
"THE NEIGHBOURHOOD ADVICE-ACTION COUNCIL YUEN LONG DAY NURSERY","鄰舍輔導會元朗幼稚園"
"THE PENTECOSTAL HOLINESS CHURCH WING KWONG COLLEGE","五旬節聖潔會永光書院"
"THE PENTECOSTAL HOLINESS CHURCH WING KWONG JUNIOR SCHOOL","五旬節聖潔會永光小學"
